date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:20:49	1459404/1459404	---M-Z	200	added ('OK')	text/css	date:Tue,%2018%20Mar%202025%2005:20:50%20GMT	https://static1.squarespace.com/static/versioned-site-css/65fd0f981ec2594cc8fa0178/1/5c5a519771c10ba3470d8101/65fd0f981ec2594cc8fa0180/1615/site.css	C:/My%20Web%20Sites/hattorii/static1.squarespace.com/static/versioned-site-css/65fd0f981ec2594cc8fa0178/1/5c5a519771c10ba3470d8101/65fd0f981ec2594cc8fa0180/1615/site.css	(from https://saldowdofficial.vercel.app/)
12:20:49	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Mar%202025%2005:20:50%20GMT	https://saldowdofficial.vercel.app/yhBH4lnOjWpDoOUq	C:/My%20Web%20Sites/hattorii/saldowdofficial.vercel.app/yhBH4lnOjWpDoOUq.c.delayed	(from https://saldowdofficial.vercel.app/)
12:20:49	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Mar%202025%2005:20:51%20GMT	https://saldowdofficial.vercel.app/09Vl3QKvrlWHz-tR	C:/My%20Web%20Sites/hattorii/saldowdofficial.vercel.app/09Vl3QKvrlWHz-tR.d.delayed	(from https://saldowdofficial.vercel.app/)
12:20:51	6394/6394	---M--	200	added ('OK')	image/png	date:Fri,%2023%20Aug%202024%2010:37:17%20GMT	https://mainsaldo.com/Assets/logo-saldowd2.png	C:/My%20Web%20Sites/hattorii/mainsaldo.com/Assets/logo-saldowd2.png	(from https://saldowdofficial.vercel.app/)
12:20:51	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Mar%202025%2005:20:53%20GMT	https://saldowdofficial.vercel.app/cart	C:/My%20Web%20Sites/hattorii/saldowdofficial.vercel.app/cart.f.delayed	(from https://saldowdofficial.vercel.app/)
12:20:52	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Mar%202025%2005:20:53%20GMT	https://saldowdofficial.vercel.app/store	C:/My%20Web%20Sites/hattorii/saldowdofficial.vercel.app/store.10.delayed	(from https://saldowdofficial.vercel.app/)
12:20:52	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Mar%202025%2005:20:54%20GMT	https://saldowdofficial.vercel.app/all-prints	C:/My%20Web%20Sites/hattorii/saldowdofficial.vercel.app/all-prints.11.delayed	(from https://saldowdofficial.vercel.app/)
12:20:53	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Mar%202025%2005:20:55%20GMT	https://saldowdofficial.vercel.app/about	C:/My%20Web%20Sites/hattorii/saldowdofficial.vercel.app/about.12.delayed	(from https://saldowdofficial.vercel.app/)
12:20:54	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Mar%202025%2005:20:55%20GMT	https://saldowdofficial.vercel.app/store/p/zeus	C:/My%20Web%20Sites/hattorii/saldowdofficial.vercel.app/store/p/zeus.13.delayed	(from https://saldowdofficial.vercel.app/)
12:20:54	0/-1	---M--	302	error ('')			https://imgur.com/JnPeA8o.png	C:/My%20Web%20Sites/hattorii/imgur.com/JnPeA8o.14.delayed	(from https://saldowdofficial.vercel.app/)
12:20:54	0/-1	---M--	302	error ('')			https://imgur.com/JnPeA8o.png	C:/My%20Web%20Sites/hattorii/imgur.com/JnPeA8o.15.delayed	(from https://saldowdofficial.vercel.app/)
12:20:54	0/-1	---M--	302	error ('')			https://imgur.com/JnPeA8o.png	C:/My%20Web%20Sites/hattorii/imgur.com/JnPeA8o.16.delayed	(from https://saldowdofficial.vercel.app/)
12:20:54	0/-1	---M--	302	error ('')			https://imgur.com/JnPeA8o.png	C:/My%20Web%20Sites/hattorii/imgur.com/JnPeA8o.17.delayed	(from https://saldowdofficial.vercel.app/)
12:20:54	0/-1	---M--	302	error ('')			https://imgur.com/JnPeA8o.png	C:/My%20Web%20Sites/hattorii/imgur.com/JnPeA8o.18.delayed	(from https://saldowdofficial.vercel.app/)
12:20:54	0/-1	---M--	302	error ('')			https://imgur.com/JnPeA8o.png	C:/My%20Web%20Sites/hattorii/imgur.com/JnPeA8o.19.delayed	(from https://saldowdofficial.vercel.app/)
12:20:54	180340/180340	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2018%20Mar%202025%2005:20:55%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.6c05f1e49429ba1d8919cf9e9cce7b3f.js	C:/My%20Web%20Sites/hattorii/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.6c05f1e49429ba1d8919cf9e9cce7b3f.js	(from https://saldowdofficial.vercel.app/)
12:20:55	176/176	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	C:/My%20Web%20Sites/hattorii/assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from http://assets.squarespace.com/universal/styles-compressed/commerce-2af06f7948db5477d8f5-min.en-US.css)
12:20:55	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	C:/My%20Web%20Sites/hattorii/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/65fd0f981ec2594cc8fa0178/1/5c5a519771c10ba3470d8101/65fd0f981ec2594cc8fa0180/1615/site.css)
12:20:56	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	C:/My%20Web%20Sites/hattorii/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/65fd0f981ec2594cc8fa0178/1/5c5a519771c10ba3470d8101/65fd0f981ec2594cc8fa0180/1615/site.css)
12:20:56	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	C:/My%20Web%20Sites/hattorii/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/versioned-site-css/65fd0f981ec2594cc8fa0178/1/5c5a519771c10ba3470d8101/65fd0f981ec2594cc8fa0180/1615/site.css)
12:20:56	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/My%20Web%20Sites/hattorii/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/65fd0f981ec2594cc8fa0178/1/5c5a519771c10ba3470d8101/65fd0f981ec2594cc8fa0180/1615/site.css)
12:20:56	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/My%20Web%20Sites/hattorii/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/versioned-site-css/65fd0f981ec2594cc8fa0178/1/5c5a519771c10ba3470d8101/65fd0f981ec2594cc8fa0180/1615/site.css)
12:20:57	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	C:/My%20Web%20Sites/hattorii/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/65fd0f981ec2594cc8fa0178/1/5c5a519771c10ba3470d8101/65fd0f981ec2594cc8fa0180/1615/site.css)
12:20:57	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/My%20Web%20Sites/hattorii/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/versioned-site-css/65fd0f981ec2594cc8fa0178/1/5c5a519771c10ba3470d8101/65fd0f981ec2594cc8fa0180/1615/site.css)
12:20:57	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/My%20Web%20Sites/hattorii/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/65fd0f981ec2594cc8fa0178/1/5c5a519771c10ba3470d8101/65fd0f981ec2594cc8fa0180/1615/site.css)
12:20:57	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/My%20Web%20Sites/hattorii/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/versioned-site-css/65fd0f981ec2594cc8fa0178/1/5c5a519771c10ba3470d8101/65fd0f981ec2594cc8fa0180/1615/site.css)
12:20:57	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/My%20Web%20Sites/hattorii/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/65fd0f981ec2594cc8fa0178/1/5c5a519771c10ba3470d8101/65fd0f981ec2594cc8fa0180/1615/site.css)
12:20:58	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/My%20Web%20Sites/hattorii/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/versioned-site-css/65fd0f981ec2594cc8fa0178/1/5c5a519771c10ba3470d8101/65fd0f981ec2594cc8fa0180/1615/site.css)
12:20:58	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/My%20Web%20Sites/hattorii/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/65fd0f981ec2594cc8fa0178/1/5c5a519771c10ba3470d8101/65fd0f981ec2594cc8fa0180/1615/site.css)
12:20:58	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/My%20Web%20Sites/hattorii/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/65fd0f981ec2594cc8fa0178/1/5c5a519771c10ba3470d8101/65fd0f981ec2594cc8fa0180/1615/site.css)
12:20:58	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/My%20Web%20Sites/hattorii/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/65fd0f981ec2594cc8fa0178/1/5c5a519771c10ba3470d8101/65fd0f981ec2594cc8fa0180/1615/site.css)
12:20:59	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/My%20Web%20Sites/hattorii/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/65fd0f981ec2594cc8fa0178/1/5c5a519771c10ba3470d8101/65fd0f981ec2594cc8fa0180/1615/site.css)
12:20:59	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/My%20Web%20Sites/hattorii/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/65fd0f981ec2594cc8fa0178/1/5c5a519771c10ba3470d8101/65fd0f981ec2594cc8fa0180/1615/site.css)
12:20:59	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2018%20Mar%202025%2005:21:01%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/My%20Web%20Sites/hattorii/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/65fd0f981ec2594cc8fa0178/1/5c5a519771c10ba3470d8101/65fd0f981ec2594cc8fa0180/1615/site.css)
12:21:00	561/561	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/My%20Web%20Sites/hattorii/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/65fd0f981ec2594cc8fa0178/1/5c5a519771c10ba3470d8101/65fd0f981ec2594cc8fa0180/1615/site.css)
12:21:00	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2018%20Mar%202025%2005:21:02%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/My%20Web%20Sites/hattorii/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/65fd0f981ec2594cc8fa0178/1/5c5a519771c10ba3470d8101/65fd0f981ec2594cc8fa0180/1615/site.css)
12:21:00	1672/1672	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/My%20Web%20Sites/hattorii/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/65fd0f981ec2594cc8fa0178/1/5c5a519771c10ba3470d8101/65fd0f981ec2594cc8fa0180/1615/site.css)
12:21:01	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2018%20Mar%202025%2005:21:02%20GMT	https://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/My%20Web%20Sites/hattorii/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/65fd0f981ec2594cc8fa0178/1/5c5a519771c10ba3470d8101/65fd0f981ec2594cc8fa0180/1615/site.css)
12:21:01	2320/2320	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	https://assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/My%20Web%20Sites/hattorii/assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/65fd0f981ec2594cc8fa0178/1/5c5a519771c10ba3470d8101/65fd0f981ec2594cc8fa0180/1615/site.css)
12:21:01	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2018%20Mar%202025%2005:21:03%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/My%20Web%20Sites/hattorii/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/65fd0f981ec2594cc8fa0178/1/5c5a519771c10ba3470d8101/65fd0f981ec2594cc8fa0180/1615/site.css)
12:21:02	361/361	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/My%20Web%20Sites/hattorii/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/65fd0f981ec2594cc8fa0178/1/5c5a519771c10ba3470d8101/65fd0f981ec2594cc8fa0180/1615/site.css)
12:21:02	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2018%20Mar%202025%2005:21:03%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/My%20Web%20Sites/hattorii/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/65fd0f981ec2594cc8fa0178/1/5c5a519771c10ba3470d8101/65fd0f981ec2594cc8fa0180/1615/site.css)
12:21:02	3034/3034	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/My%20Web%20Sites/hattorii/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/65fd0f981ec2594cc8fa0178/1/5c5a519771c10ba3470d8101/65fd0f981ec2594cc8fa0180/1615/site.css)
12:21:02	365/365	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	C:/My%20Web%20Sites/hattorii/assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	(from https://static1.squarespace.com/static/versioned-site-css/65fd0f981ec2594cc8fa0178/1/5c5a519771c10ba3470d8101/65fd0f981ec2594cc8fa0180/1615/site.css)
12:21:03	3058/3058	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:59%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	C:/My%20Web%20Sites/hattorii/assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/65fd0f981ec2594cc8fa0178/1/5c5a519771c10ba3470d8101/65fd0f981ec2594cc8fa0180/1615/site.css)
